app.js:7174 📦 [DATABASE STARTUP] Inspección de data-bundle.json
app.js:883 🏎️ [SPEED MATH] arcaninehisui | Speed Base: 90 | EV/IV Calc: 125 | Habilidad/Objeto/Viento Afín(Mod): 1 | VELOCIDAD FINAL: 125
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs excadrillmega | BP: 50 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs excadrillmega | BP: 75 | Atk: 183 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 46 - 54
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs excadrillmega | BP: 70 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 116 - 136
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs whimsicott | BP: 80 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 166 - 196
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs whimsicott | BP: 100 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 38 - 45
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs whimsicott | BP: 50 | Atk: 189 / Def: 105 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs excadrillmega | BP: 95 | Atk: 101 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs farigiraf | BP: 80 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 96 - 113
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs farigiraf | BP: 100 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 90 - 106
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs farigiraf | BP: 50 | Atk: 189 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 40 - 48
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs excadrillmega | BP: 90 | Atk: 147 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs excadrillmega | BP: 90 | Atk: 147 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 44 - 52
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs venusaur | BP: 80 | Atk: 189 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 84 - 99
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs venusaur | BP: 100 | Atk: 189 / Def: 103 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 79 - 93
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs venusaur | BP: 50 | Atk: 189 / Def: 103 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 36 - 42
app.js:1204 💥 [DAMAGE MATH] venusaur usa Gigadrain vs excadrillmega | BP: 75 | Atk: 136 / Def: 85 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 69 - 82
app.js:1204 💥 [DAMAGE MATH] venusaur usa Weatherball vs excadrillmega | BP: 50 | Atk: 136 / Def: 85 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 15 - 18
app.js:1204 💥 [DAMAGE MATH] venusaur usa Sludgebomb vs excadrillmega | BP: 90 | Atk: 136 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs aegislash | BP: 80 | Atk: 189 / Def: 160 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 27 - 32
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs aegislash | BP: 100 | Atk: 189 / Def: 160 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(0.75) | Rango: 103 - 121
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs aegislash | BP: 50 | Atk: 189 / Def: 160 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] aegislash usa Shadowsneak vs excadrillmega | BP: 40 | Atk: 81 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 17 - 20
app.js:1204 💥 [DAMAGE MATH] aegislash usa Poltergeist vs excadrillmega | BP: 110 | Atk: 81 / Def: 120 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 44 - 52
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs azumarill | BP: 80 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 87 - 102
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs azumarill | BP: 100 | Atk: 189 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 81 - 95
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs azumarill | BP: 50 | Atk: 189 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 37 - 43
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs excadrillmega | BP: 40 | Atk: 162 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs excadrillmega | BP: 90 | Atk: 162 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs excadrillmega | BP: 85 | Atk: 162 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 66 - 78
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs charizardmegay | BP: 120 | Atk: 139 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1.5), Spread(1) | Rango: 73 - 86
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs charizardmegay | BP: 150 | Atk: 139 / Def: 98 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 487 - 573
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs charizardmegay | BP: 80 | Atk: 139 / Def: 98 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 44 - 51
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs charizardmegay | BP: 120 | Atk: 139 / Def: 98 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs charizardmegay | BP: 40 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs charizardmegay | BP: 90 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 43 - 50
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs charizardmegay | BP: 85 | Atk: 162 / Def: 98 | Modificadores: STAB(1.5), Efectividad(2), Clima(0.5), Spread(1) | Rango: 81 - 95
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs charizardmegay | BP: 70 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 72 - 85
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs charizardmegay | BP: 85 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 87 - 102
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs charizardmegay | BP: 80 | Atk: 174 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 41 - 48
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs charizardmegay | BP: 90 | Atk: 147 / Def: 135 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 43 - 50
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs charizardmegay | BP: 90 | Atk: 147 / Def: 135 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 57 - 67
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs charizardmegay | BP: 65 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 66 - 78
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1.5), Efectividad(4), Clima(1), Spread(1) | Rango: 406 - 478
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs charizardmegay | BP: 100 | Atk: 173 / Def: 98 | Modificadores: STAB(1), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs charizardmegay | BP: 80 | Atk: 189 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 44 - 52
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs charizardmegay | BP: 100 | Atk: 189 / Def: 98 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(0.75) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs charizardmegay | BP: 50 | Atk: 189 / Def: 98 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs arcaninehisui | BP: 120 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 83 - 98
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs arcaninehisui | BP: 50 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 17 - 21
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs arcaninehisui | BP: 75 | Atk: 183 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs arcaninehisui | BP: 70 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(4), Clima(1), Spread(1) | Rango: 198 - 233
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs azumarill | BP: 120 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 167 - 197
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs azumarill | BP: 50 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 35 - 42
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs azumarill | BP: 75 | Atk: 183 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 79 - 93
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs azumarill | BP: 70 | Atk: 183 / Def: 100 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 49 - 58
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs kingambit | BP: 120 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 39 - 47
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs kingambit | BP: 50 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 17 - 20
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs kingambit | BP: 75 | Atk: 183 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 37 - 44
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs kingambit | BP: 70 | Atk: 183 / Def: 105 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs farigiraf | BP: 120 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 92 - 109
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs farigiraf | BP: 50 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 39 - 46
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs farigiraf | BP: 75 | Atk: 183 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 88 - 103
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs farigiraf | BP: 70 | Atk: 183 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 54 - 64
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs tyranitar | BP: 120 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 140 - 165
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs tyranitar | BP: 50 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 15 - 17
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs tyranitar | BP: 75 | Atk: 183 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs tyranitar | BP: 70 | Atk: 183 / Def: 120 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 83 - 97
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Solarbeam vs excadrillmega | BP: 120 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 98 - 115
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Weatherball vs excadrillmega | BP: 50 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 20 - 24
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Airslash vs excadrillmega | BP: 75 | Atk: 183 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 46 - 54
app.js:1204 💥 [DAMAGE MATH] charizardmegay usa Scorchingsands vs excadrillmega | BP: 70 | Atk: 183 / Def: 85 | Modificadores: STAB(1), Efectividad(2), Clima(1), Spread(1) | Rango: 116 - 136
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs whimsicott | BP: 120 | Atk: 139 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1.5), Spread(1) | Rango: 275 - 323
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs whimsicott | BP: 150 | Atk: 139 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 113 - 134
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs whimsicott | BP: 80 | Atk: 139 / Def: 105 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 41 - 48
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs whimsicott | BP: 120 | Atk: 139 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(1) | Rango: 30 - 35
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs whimsicott | BP: 40 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 9 - 10
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs whimsicott | BP: 90 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 80 - 94
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs whimsicott | BP: 85 | Atk: 162 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(0.5), Spread(1) | Rango: 19 - 22
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs whimsicott | BP: 70 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs whimsicott | BP: 85 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 40 - 47
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs whimsicott | BP: 80 | Atk: 174 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 153 - 180
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs whimsicott | BP: 90 | Atk: 147 / Def: 95 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 60 - 71
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs whimsicott | BP: 90 | Atk: 147 / Def: 95 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 80 - 94
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs whimsicott | BP: 65 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 31 - 36
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs whimsicott | BP: 100 | Atk: 173 / Def: 105 | Modificadores: STAB(1), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 23 - 27
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs whimsicott | BP: 80 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 166 - 196
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs whimsicott | BP: 100 | Atk: 189 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 38 - 45
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs whimsicott | BP: 50 | Atk: 189 / Def: 105 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 35 - 41
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs arcaninehisui | BP: 95 | Atk: 101 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 28 - 33
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs azumarill | BP: 95 | Atk: 101 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 56 - 66
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs kingambit | BP: 95 | Atk: 101 / Def: 105 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 53 - 63
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs farigiraf | BP: 95 | Atk: 101 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 62 - 73
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs tyranitar | BP: 95 | Atk: 101 / Def: 120 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 94 - 111
app.js:1204 💥 [DAMAGE MATH] whimsicott usa Moonblast vs excadrillmega | BP: 95 | Atk: 101 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 32 - 38
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Flareblitz vs farigiraf | BP: 120 | Atk: 139 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1.5), Spread(1) | Rango: 159 - 187
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Headsmash vs farigiraf | BP: 150 | Atk: 139 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 132 - 155
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Extremespeed vs farigiraf | BP: 80 | Atk: 139 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 47 - 56
app.js:1204 💥 [DAMAGE MATH] arcaninehisui usa Closecombat vs farigiraf | BP: 120 | Atk: 139 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 71 - 83
app.js:1204 💥 [DAMAGE MATH] azumarill usa Aquajet vs farigiraf | BP: 40 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 21 - 25
app.js:1204 💥 [DAMAGE MATH] azumarill usa Playrough vs farigiraf | BP: 90 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 93 - 109
app.js:1204 💥 [DAMAGE MATH] azumarill usa Liquidation vs farigiraf | BP: 85 | Atk: 162 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(0.5), Spread(1) | Rango: 44 - 51
app.js:1204 💥 [DAMAGE MATH] kingambit usa Suckerpunch vs farigiraf | BP: 70 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 156 - 184
app.js:1204 💥 [DAMAGE MATH] kingambit usa Kowtowcleave vs farigiraf | BP: 85 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 189 - 222
app.js:1204 💥 [DAMAGE MATH] kingambit usa Ironhead vs farigiraf | BP: 80 | Atk: 174 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 89 - 105
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 63 - 75
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 42 - 50
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Knockoff vs farigiraf | BP: 65 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(2), Clima(1), Spread(1) | Rango: 145 - 170
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Stoneedge vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 110 - 129
app.js:1204 💥 [DAMAGE MATH] tyranitar usa Earthquake vs farigiraf | BP: 100 | Atk: 173 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(0.75) | Rango: 55 - 64
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Ironhead vs farigiraf | BP: 80 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 96 - 113
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Earthquake vs farigiraf | BP: 100 | Atk: 189 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 90 - 106
app.js:1204 💥 [DAMAGE MATH] excadrillmega usa Rapidspin vs farigiraf | BP: 50 | Atk: 189 / Def: 90 | Modificadores: STAB(1), Efectividad(1), Clima(1), Spread(1) | Rango: 40 - 48
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs arcaninehisui | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 28 - 33
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs arcaninehisui | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 76 - 90
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs azumarill | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 57 - 67
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs azumarill | BP: 90 | Atk: 147 / Def: 100 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(1) | Rango: 76 - 90
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs kingambit | BP: 90 | Atk: 147 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 27 - 32
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs kingambit | BP: 90 | Atk: 147 / Def: 105 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(1), Clima(1), Spread(0.75) | Rango: 63 - 75
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs farigiraf | BP: 90 | Atk: 147 / Def: 90 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 42 - 50
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs tyranitar | BP: 90 | Atk: 147 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 24 - 28
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs tyranitar | BP: 90 | Atk: 147 / Def: 120 | Modificadores: STAB(1.5), Efectividad(0), Clima(1), Spread(1) | Rango: 0 - 0
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Hypervoice vs excadrillmega | BP: 90 | Atk: 147 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(0.75) | Rango: 33 - 39
app.js:1204 💥 [DAMAGE MATH] farigiraf usa Psychic vs excadrillmega | BP: 90 | Atk: 147 / Def: 85 | Modificadores: STAB(1.5), Efectividad(0.5), Clima(1), Spread(1) | Rango: 44 - 52
